vendor_id,vendor_name,vendor_type,gst_number,pan_number,bank_account_number,ifsc_code,city,state,onboarding_date,vendor_status,risk_category,contact_email,contact_phone,payment_terms_days,last_transaction_date
VEN-100575,Yamuna Constructions Pvt Ltd,Contractor,24NUYQH8771N3ZD,NUYQH8771N,6119811060122924,CNRB0XKVV3V,Ahmedabad,Gujarat,2022-08-18,Active,Low,info@yamuna.com,+918556517024,30,2025-06-22
VEN-100576,Kalpana Technologies Pvt Ltd,IT Vendor,29FEIOE0308I4ZX,FEIOE0308I,50369866560361,UTIB0RXU6KW,Bengaluru,Karnataka,2025-10-24,Active,Low,info@kalpana.com,+917249031658,60,2026-05-18
VEN-100577,Xenon Industrial Supplies Pvt Ltd,Goods Supplier,07OZCZE6722T3Z6,OZCZE6722T,31770477909436,KKBK0RQT6MX,Delhi,Delhi,2022-10-20,Active,Low,accounts@xenonsupplies.in,+916644445194,15,2025-09-10
VEN-100578,Nandi Consulting LLP,Service Provider,27ERZVD3393M3ZM,ERZVD3393M,143559322467,IOBA0VKLGM5,Pune,Maharashtra,2020-05-16,Active,High,info@nandi.com,+916753007464,45,2025-10-19
VEN-100579,Vertex Solutions Pvt Ltd,Service Provider,24UWCMH4933S9ZY,UWCMH4933S,925020665309,ICIC0UZ55GE,Ahmedabad,Gujarat,2021-05-17,Inactive,Low,info@vertex.com,+917283125558,60,
VEN-100580,Goldcrest Solutions Pvt Ltd,Service Provider,36TGWZO4809O6Z0,TGWZO4809O,003361873299,KKBK0AKR6FJ,Hyderabad,Telangana,2024-08-25,Active,Low,info@goldcrest.com,+919996518806,30,2026-01-17
VEN-100581,Bharat Logistics,Logistics Partner,07XHZDP0469R7ZN,XHZDP0469R,30171964434191,BARB008XNAS,Delhi,Delhi,2019-09-22,Active,Low,info@bharat.com,+918635630822,30,2025-03-25
VEN-100582,Maruti Chemicals Pvt Ltd,Raw Material Supplier,19FEVXB7369C8ZF,FEVXB7369C,64175523365153,AXIS05U34IH,Kolkata,West Bengal,2020-07-07,Active,Low,info@maruti.com,+916563524223,30,2025-05-25
VEN-100583,Silverline Enterprises Pvt Ltd,Goods Supplier,27ULJHU5129G1ZL,ULJHU5129G,45212076269940,UTIB0IWTKC6,Mumbai,Maharashtra,2019-02-07,Active,Medium,accounts@silverlinesupplies.in,+919163164823,30,2026-06-09
VEN-100584,Bluepeak Industrial Supplies Pvt Ltd,Goods Supplier,29REHJC4795M2ZJ,REHJC4795M,23558649365761,CNRB0LC80WT,Bengaluru,Karnataka,2019-11-29,Active,Low,accounts@bluepeaksupplies.in,+919622637556,15,2026-04-14
VEN-100585,Wave Constructions Pvt Ltd,Contractor,36WVXIS3597S1ZB,WVXIS3597S,07456660151688,UTIB00BKAYX,Hyderabad,Telangana,2024-06-28,Active,Low,info@wave.com,+919719911205,30,2026-03-21
VEN-100586,Bharat Technologies Pvt Ltd,IT Vendor,36PZVCY3087T3Z6,PZVCY3087T,403544283667507908,AXIS07O0Q48,Hyderabad,Telangana,2018-01-22,Active,Medium,info@bharat.com,+917893631700,45,2026-07-02
VEN-100587,Bluepeak Technologies Pvt Ltd,IT Vendor,27IWHSF0367P4ZO,IWHSF0367P,142374237003387906,IOBA0G8NUT8,Mumbai,Maharashtra,2019-01-16,Active,Medium,info@bluepeak.com,+916123601524,30,2025-06-12
VEN-100588,Uday Facility Services Pvt Ltd,Service Provider,29IGECU2860D8ZK,IGECU2860D,38628031150422,UTIB0FFXI3M,Bengaluru,Karnataka,2020-07-17,Active,Medium,info@uday.com,+917579550427,15,2025-01-04
VEN-100589,Falcon Infra Projects Pvt Ltd,Contractor,09NTWTJ8283X8Z8,NTWTJ8283X,121645511382782957,ICIC0I7GNCI,Noida,Uttar Pradesh,2024-03-15,Active,Medium,info@falcon.com,+919022009935,45,2026-03-06
VEN-100590,Falcon Minerals & Metals Pvt Ltd,Raw Material Supplier,29JUZYB8820B6ZS,JUZYB8820B,122074570229250673,SBIN059Y1QK,Bengaluru,Karnataka,2020-03-09,Blacklisted,High,info@falcon.com,+919210421228,45,2021-05-21
VEN-100591,Aarav Industrial Supplies Pvt Ltd,Goods Supplier,36QAHNC3005O3Z3,QAHNC3005O,70373870345034,AXIS0138CSY,Hyderabad,Telangana,2020-08-02,Active,Low,accounts@aaravsupplies.in,+917704115305,15,2026-02-04
VEN-100592,Falcon Services Pvt Ltd,Service Provider,27VIXUT7911Z2ZU,VIXUT7911Z,434912389130,KKBK00C7LR5,Mumbai,Maharashtra,2023-02-04,Active,Low,info@falcon.com,+919741621630,15,2026-04-27
VEN-100593,Riverside Facility Services Pvt Ltd,Service Provider,36HOZRH3653M1Z8,HOZRH3653M,163958148977,CNRB0V9KSWI,Hyderabad,Telangana,2019-03-15,Active,High,info@riverside.com,+916524074699,30,2025-02-03
VEN-100594,Continental Solutions Pvt Ltd,Service Provider,27HBOSN8893X3ZC,HBOSN8893X,9224495155341819,PUNB0QHX50W,Mumbai,Maharashtra,2019-03-03,Active,Low,info@continental.com,+916052274210,45,2025-04-03
VEN-100595,Bharat Distributors Pvt Ltd,Goods Supplier,24AYWJT6814O9ZT,AYWJT6814O,357399985422,HDFC00LUL97,Ahmedabad,Gujarat,2022-12-29,Active,Medium,accounts@bharatsupplies.in,+919008365325,60,2025-11-13
VEN-100596,Nexora Trading Co,Goods Supplier,27URBFT2443S5ZI,URBFT2443S,8410018787505965,BARB0XA0YE1,Pune,Maharashtra,2022-12-23,Active,Low,accounts@nexorasupplies.in,+918947394193,30,2025-01-09
VEN-100597,Everest Industrial Supplies Pvt Ltd,Goods Supplier,06ODSCD4016K6Z1,ODSCD4016K,6810410400554077,SBIN07WKZM2,Gurugram,Haryana,2018-03-02,Active,Low,accounts@everestsupplies.in,+918074397792,30,2025-02-17
VEN-100598,Nandi Minerals & Metals Pvt Ltd,Raw Material Supplier,09ZKFQJ9102L8ZD,ZKFQJ9102L,4125444197714939,CNRB0EFTXXS,Noida,Uttar Pradesh,2023-09-24,Active,Low,info@nandi.com,+919845587240,30,2025-03-03
VEN-100599,Ravi Contractors & Builders,Contractor,27ZCNNM3128Z4ZJ,ZCNNM3128Z,347311074273,AXIS09S0EOS,Mumbai,Maharashtra,2018-06-30,Active,Low,info@ravi.com,+919750128433,45,2025-10-22
VEN-100600,Bluepeak Solutions Pvt Ltd,Service Provider,19NHUNZ4808D1ZB,NHUNZ4808D,183628181437,CNRB0FT85PN,Kolkata,West Bengal,2018-04-19,Blacklisted,High,info@bluepeak.com,+916925556908,30,2018-06-12
VEN-100601,Yamuna Industrial Supplies Pvt Ltd,Goods Supplier,07TMCVT5078Y7Z9,TMCVT5078Y,6670506868330124,PUNB0C54H5J,Delhi,Delhi,2025-06-27,Active,Low,accounts@yamunasupplies.in,+917750214455,60,2026-02-22
VEN-100602,Deepak Minerals & Metals Pvt Ltd,Raw Material Supplier,09RWPZG4113H1ZS,RWPZG4113H,519120757490128172,KKBK0Y5TE1Z,Noida,Uttar Pradesh,2022-04-13,Active,Low,info@deepak.com,+919260863462,60,2026-01-09
VEN-100603,Deepak Contractors & Builders,Contractor,29TVXVK0923U9ZG,TVXVK0923U,22715215200314,ICIC0TB85D2,Bengaluru,Karnataka,2020-01-17,Active,Low,info@deepak.com,+919647286330,30,2025-01-18
VEN-100604,Lakshmi InfoTech Pvt Ltd,IT Vendor,29TENVU8145K2Z8,TENVU8145K,993023553239,HDFC0RTG8D5,Bengaluru,Karnataka,2025-06-10,Active,Medium,info@lakshmi.com,+918744134028,30,2025-12-12
VEN-100605,Kaveri Facility Services Pvt Ltd,Service Provider,36QFRBC3957O5Z4,QFRBC3957O,5341053735981530,KKBK0F4GWO5,Hyderabad,Telangana,2024-02-27,Suspended,Medium,info@kaveri.com,+919463184540,15,2025-01-31
VEN-100606,Silverline InfoTech Pvt Ltd,IT Vendor,36GBIJG0769T3ZU,GBIJG0769T,57938420163475,UTIB0HC9F2P,Hyderabad,Telangana,2022-08-30,Active,Low,info@silverline.com,+917487171716,30,2025-04-19
VEN-100607,Xenon Softwares Pvt Ltd,IT Vendor,27MPZCE7183J5ZZ,MPZCE7183J,523989058187997098,SBIN0O9T2JV,Pune,Maharashtra,2022-12-15,Inactive,Low,info@xenon.com,+917809478692,30,
VEN-100608,Falcon Softwares Pvt Ltd,IT Vendor,09JFCVE2499A9ZE,JFCVE2499A,773086693626,SBIN0G5R6V5,Noida,Uttar Pradesh,2022-08-11,Active,Low,info@falcon.com,+916278087468,30,2025-06-20
VEN-100609,Nandi Infra Projects Pvt Ltd,Contractor,06PGTPA7553A7ZV,PGTPA7553A,7800071985179798,PUNB0MAJWL6,Gurugram,Haryana,2019-01-30,Active,Low,info@nandi.com,+917201363806,60,2025-12-12
VEN-100610,Southbridge Industrial Supplies Pvt Ltd,Goods Supplier,07KNOOS2171F5ZF,KNOOS2171F,951805792192215435,AXIS0WMMY48,Delhi,Delhi,2019-02-10,Active,Low,accounts@southbridgesupplies.in,+918200172024,45,2025-04-11
VEN-100611,Falcon Builders LLP,Contractor,33SCJSD4941Q7ZG,SCJSD4941Q,197844705175282170,PUNB0UCB9P5,Chennai,Tamil Nadu,2018-08-04,Active,Low,info@falcon.com,+916549414937,15,2025-06-07
VEN-100612,Bluepeak Minerals & Metals Pvt Ltd,Raw Material Supplier,27GUIYU5793R8ZV,GUIYU5793R,468122155336,HDFC05GJAF2,Pune,Maharashtra,2021-07-27,Active,Medium,info@bluepeak.com,+917859347170,45,2026-02-12
VEN-100613,Northgate Solutions Pvt Ltd,Service Provider,29YWQIJ7351L1Z6,YWQIJ7351L,37947945178609,SBIN089AKLS,Bengaluru,Karnataka,2021-09-03,Active,Low,info@northgate.com,+919040988054,30,2026-05-04
VEN-100614,Riverside Technologies Pvt Ltd,IT Vendor,27GBTCF3261J8Z5,GBTCF3261J,928640546321,KKBK0T1ZVE7,Mumbai,Maharashtra,2019-12-26,Active,Low,info@riverside.com,+917414441219,15,2026-02-25
VEN-100615,Riverside Enterprises Pvt Ltd,Goods Supplier,07CLDFC3829G8ZB,CLDFC3829G,485449082226024033,CNRB0J03UMK,Delhi,Delhi,2021-11-29,Active,Medium,accounts@riversidesupplies.in,+918542271243,30,2026-02-03
VEN-100616,Wave Contractors & Builders,Contractor,07WUJFV1506F4ZX,WUJFV1506F,726903538491323507,BARB0SH2O1H,Delhi,Delhi,2020-04-20,Active,Low,info@wave.com,+919592207078,90,2025-12-26
VEN-100617,Kaveri Transport Pvt Ltd,Logistics Partner,24DWTKY9732W2ZX,DWTKY9732W,8759146517304850,PUNB0DRFC1P,Ahmedabad,Gujarat,2020-05-20,Active,Low,info@kaveri.com,+916366047819,30,2025-07-07
VEN-100618,Yamuna Consulting LLP,Service Provider,19PULQL2768B7ZU,PULQL2768B,52615687908768,IOBA0K54G9U,Kolkata,West Bengal,2021-12-04,Active,Low,info@yamuna.com,+919644287419,45,2025-01-16
VEN-100619,Unity Solutions Pvt Ltd,Service Provider,19NQRON1117Y4ZE,NQRON1117Y,079583242075669079,IOBA0ONO4CK,Kolkata,West Bengal,2025-07-09,Active,Low,info@unity.com,+917035139592,45,2026-03-28
VEN-100620,Lakshmi Systems Pvt Ltd,IT Vendor,24SUSVB7148A7ZO,SUSVB7148A,6636579038857185,AXIS00XR41L,Ahmedabad,Gujarat,2021-07-15,Active,Low,info@lakshmi.com,+916255589011,30,2026-03-01
VEN-100621,Riverside Infra Projects Pvt Ltd,Contractor,24VIYRA1553S3ZT,VIYRA1553S,0409678317415582,ICIC0GMSZFO,Ahmedabad,Gujarat,2024-07-28,Active,Low,info@riverside.com,+919612968800,60,2025-05-27
VEN-100622,Northgate Enterprises Pvt Ltd,Goods Supplier,07PPYEF3052O7Z3,PPYEF3052O,66417238833272,ICIC0PTSSA0,Delhi,Delhi,2020-03-30,Inactive,Low,accounts@northgatesupplies.in,+917185923941,30,
VEN-100623,Sagar Facility Services Pvt Ltd,Service Provider,24PQNHB3389V3Z8,PQNHB3389V,915195133995,KKBK06WDZWY,Ahmedabad,Gujarat,2018-11-13,Active,Low,info@sagar.com,+917277835741,15,2026-03-21
VEN-100624,Bharat Trading Co,Goods Supplier,07ENWGP2367Y2Z9,ENWGP2367Y,40820969167077,PUNB0UVQK74,Delhi,Delhi,2022-07-21,Active,Low,accounts@bharatsupplies.in,+919155683179,30,2025-01-12
VEN-100625,Riverside Solutions Pvt Ltd,Service Provider,27EIGOM4686I9ZP,EIGOM4686I,95979909358062,HDFC0GE3IKZ,Mumbai,Maharashtra,2022-04-15,Active,Low,info@riverside.com,+918802941120,30,2025-11-20
VEN-100626,Aarav Logistics,Logistics Partner,27MFEMZ0477F1Z9,MFEMZ0477F,8757551417883826,IOBA0H0QJVR,Mumbai,Maharashtra,2018-05-15,Inactive,Medium,info@aarav.com,+919407040957,30,
VEN-100627,Northgate Trading Co,Goods Supplier,24PCJFG6075L6ZY,PCJFG6075L,783827662690,UTIB0T0ALWS,Ahmedabad,Gujarat,2024-10-15,Inactive,Low,accounts@northgatesupplies.in,+918992971056,45,
VEN-100628,Om Sai Trading Co,Goods Supplier,33XOKYQ6045E7ZK,XOKYQ6045E,63936722271019,IOBA090WWRU,Chennai,Tamil Nadu,2020-11-01,Active,Low,accounts@omsaisupplies.in,+919901975657,45,2025-10-16
VEN-100629,Sundaram Logistics,Logistics Partner,07WDKCI2301M4ZB,WDKCI2301M,160976102964,IOBA0DAHPSV,Delhi,Delhi,2021-10-22,Active,Medium,info@sundaram.com,+917072785754,60,2026-02-01
VEN-100630,Crystal Materials Pvt Ltd,Raw Material Supplier,07ITJAG0705A3ZN,ITJAG0705A,890950902328315664,HDFC0ML0714,Delhi,Delhi,2022-07-08,Active,Low,info@crystal.com,+917302129756,30,2025-04-25
VEN-100631,Falcon Builders LLP,Contractor,27QNBWM9996I5Z8,QNBWM9996I,379223510575,AXIS0MJAUAB,Mumbai,Maharashtra,2023-11-18,Inactive,Low,info@falcon.com,+918144340948,60,
VEN-100632,Wave Services Pvt Ltd,Service Provider,29WEKXA1705A2ZN,WEKXA1705A,60279483055313,PUNB08BF9PY,Bengaluru,Karnataka,2025-01-18,Active,Low,info@wave.com,+918694071906,45,2026-07-16
VEN-100633,Nandi Facility Services Pvt Ltd,Service Provider,36LKDGW7465M9Z0,LKDGW7465M,6012744752065164,PUNB07U5PP7,Hyderabad,Telangana,2019-03-07,Active,Medium,info@nandi.com,+918215121389,30,2025-07-11
VEN-100634,Wave Distributors Pvt Ltd,Goods Supplier,09QSFNI1160D5Z0,QSFNI1160D,417121940516,UTIB0BB3UO4,Noida,Uttar Pradesh,2020-06-25,Active,Low,accounts@wavesupplies.in,+916291087921,60,2026-03-19
VEN-100635,Deepak Minerals & Metals Pvt Ltd,Raw Material Supplier,33MFYKS6039X8Z1,MFYKS6039X,050306153608672082,KKBK0HRIFFD,Chennai,Tamil Nadu,2025-05-30,Inactive,Low,info@deepak.com,+916248638849,30,
VEN-100636,Metrocorp Distributors Pvt Ltd,Goods Supplier,07PQFNF5767R5Z4,PQFNF5767R,5745633858287421,PUNB0Z9D45J,Delhi,Delhi,2025-12-28,Active,Low,accounts@metrocorpsupplies.in,+916329206147,90,2026-02-07
VEN-100637,Ganges Enterprises Pvt Ltd,Goods Supplier,09HVYEK4548Y9ZX,HVYEK4548Y,91466069230691,IOBA0KDBQKJ,Noida,Uttar Pradesh,2024-07-09,Active,Medium,accounts@gangessupplies.in,+918566571620,45,2026-04-01
VEN-100638,Trident Industrial Supplies Pvt Ltd,Goods Supplier,27OODCK0433O9ZQ,OODCK0433O,3653378391420345,KKBK0TUA22D,Mumbai,Maharashtra,2018-08-07,Active,Medium,accounts@tridentsupplies.in,+918275421825,15,2026-03-13
VEN-100639,Indus Enterprises Pvt Ltd,Goods Supplier,24WSLYK0682G9ZQ,WSLYK0682G,173065068726,HDFC0LF2LLV,Ahmedabad,Gujarat,2025-09-24,Active,Low,accounts@indussupplies.in,+917513652943,60,2026-06-02
VEN-100640,Bluepeak Industrial Supplies Pvt Ltd,Goods Supplier,36MQFGA3870V7Z0,MQFGA3870V,72188893591568,UTIB06B13QN,Hyderabad,Telangana,2020-12-26,Active,Low,accounts@bluepeaksupplies.in,+918913542951,30,2026-06-19
VEN-100641,Crystal Softwares Pvt Ltd,IT Vendor,19NKNYC4271N1ZN,NKNYC4271N,771449284631566639,CNRB0XS3J5S,Kolkata,West Bengal,2025-01-10,Inactive,Low,info@crystal.com,+919650411724,30,
VEN-100642,Deepak Constructions Pvt Ltd,Contractor,07ROAVT4887U8Z3,ROAVT4887U,8957074325985604,PUNB0G2KBLK,Delhi,Delhi,2020-11-10,Blacklisted,High,info@deepak.com,+919182254589,45,2023-02-04
VEN-100643,Jaya Distributors Pvt Ltd,Goods Supplier,27EYUPQ3085E9ZX,EYUPQ3085E,870780804785805275,SBIN0DL89PN,Pune,Maharashtra,2024-09-14,Active,Low,accounts@jayasupplies.in,+916234354572,90,2025-12-13
VEN-100644,Wave Services Pvt Ltd,Service Provider,24LTTVR8136V6ZS,LTTVR8136V,365667572035,PUNB0322VYN,Ahmedabad,Gujarat,2023-11-09,Inactive,High,info@wave.com,+918815437876,60,
VEN-100645,Wave Facility Services Pvt Ltd,Service Provider,36WDQHU2424P5Z1,WDQHU2424P,84898021324683,UTIB0DP5WON,Hyderabad,Telangana,2020-11-08,Active,Low,info@wave.com,+917718337318,30,2025-11-04
VEN-100646,Ravi Industrial Supplies Pvt Ltd,Goods Supplier,36QGGLK9927P5ZO,QGGLK9927P,73632062991000,SBIN0W2NEJN,Hyderabad,Telangana,2023-07-22,Active,Medium,accounts@ravisupplies.in,+918638725682,60,2025-05-12
VEN-100647,Crystal Builders LLP,Contractor,07QGFYV4839A7ZB,QGFYV4839A,513453440133,PUNB0ATX4U4,Delhi,Delhi,2019-03-27,Active,Low,info@crystal.com,+916097958460,30,2026-04-09
VEN-100648,Orion Constructions Pvt Ltd,Contractor,27HKHAE2803M6ZR,HKHAE2803M,1881341257393635,SBIN0NHFU93,Pune,Maharashtra,2018-02-23,Active,Medium,info@orion.com,+918018379872,30,2025-09-19
VEN-100649,Trident Transport Pvt Ltd,Logistics Partner,27NNOHT9092X2ZN,NNOHT9092X,281027455308003244,ICIC0I1JD13,Mumbai,Maharashtra,2020-09-10,Suspended,Low,info@trident.com,+917539245118,30,2026-07-16
VEN-100650,Xenon Industrial Supplies Pvt Ltd,Goods Supplier,27RQIHI4066A3ZR,RQIHI4066A,28091700109436,AXIS0W0BT6Q,Mumbai,Maharashtra,2022-06-03,Active,Low,accounts@xenonsupplies.in,+919032750948,30,2026-06-16
VEN-100651,Crystal Trading Co,Goods Supplier,07AIWPE1310V1Z4,AIWPE1310V,723212113971,BARB09TEA4A,Delhi,Delhi,2019-09-04,Active,Low,accounts@crystalsupplies.in,+919402542775,30,2026-03-24
VEN-100652,Skyline InfoTech Pvt Ltd,IT Vendor,27WGROQ1424Y2ZL,WGROQ1424Y,99485048932609,KKBK0A9SD8U,Pune,Maharashtra,2018-11-23,Active,Low,info@skyline.com,+918937635664,60,2025-12-14
VEN-100653,Deepak Softwares Pvt Ltd,IT Vendor,07XTKYD1414U7ZC,XTKYD1414U,32643725417155,PUNB0MRRS23,Delhi,Delhi,2025-10-21,Active,Low,info@deepak.com,+917602421067,60,2025-12-08
VEN-100654,Continental Distributors Pvt Ltd,Goods Supplier,24YXAXK2211J7ZC,YXAXK2211J,7416879637349111,BARB0ULW0EK,Ahmedabad,Gujarat,2021-09-23,Active,Low,accounts@continentalsupplies.in,+917673246464,15,2025-08-18
VEN-100655,Indus Industrial Supplies Pvt Ltd,Goods Supplier,27YCJUA4752S1Z5,YCJUA4752S,22246862651057,IOBA0322FL1,Mumbai,Maharashtra,2023-07-06,Active,Low,accounts@indussupplies.in,+918576008698,30,2026-06-27
VEN-100656,Uday Builders LLP,Contractor,09KOAZW6219Y4ZG,KOAZW6219Y,3210300490890930,UTIB03P3H74,Noida,Uttar Pradesh,2024-09-25,Inactive,Medium,info@uday.com,+917348195621,60,
VEN-100657,Orion Constructions Pvt Ltd,Contractor,09YBYFL8338G2ZF,YBYFL8338G,063963791612,HDFC028X71L,Noida,Uttar Pradesh,2021-09-17,Active,Low,info@orion.com,+918839167806,30,2025-03-08
VEN-100658,Xenon Freight Services,Logistics Partner,33XJKHO9203S6ZR,XJKHO9203S,364372194743164030,HDFC0N2UN9U,Chennai,Tamil Nadu,2022-08-04,Active,Low,info@xenon.com,+919827571099,30,2026-07-09
VEN-100659,Southbridge Infra Projects Pvt Ltd,Contractor,06UCDDM1513Z3Z8,UCDDM1513Z,11110231195200,CNRB09L4DSP,Gurugram,Haryana,2024-12-11,Active,Medium,info@southbridge.com,+918199916590,15,2025-10-24
VEN-100660,Northgate Enterprises Pvt Ltd,Goods Supplier,06OBTNA9008D5ZL,OBTNA9008D,36817706257281,HDFC06NOX8D,Gurugram,Haryana,2025-10-16,Blacklisted,High,accounts@northgatesupplies.in,+916625760869,30,2025-05-02
VEN-100661,Trident Technologies Pvt Ltd,IT Vendor,29IIIMJ5607F1ZQ,IIIMJ5607F,502858437342424031,KKBK038N2LJ,Bengaluru,Karnataka,2019-03-27,Active,Low,info@trident.com,+917436682374,15,2025-11-27
VEN-100662,Shreeji Softwares Pvt Ltd,IT Vendor,27GDGFN7241D6ZL,GDGFN7241D,93153299385311,UTIB02Z7NMC,Pune,Maharashtra,2020-01-05,Active,Low,info@shreeji.com,+916358522914,30,2025-04-03
VEN-100663,Aarav Facility Services Pvt Ltd,Service Provider,29EDDHK5793H3ZP,EDDHK5793H,649021302855378014,BARB01KN7MH,Bengaluru,Karnataka,2021-05-21,Active,Low,info@aarav.com,+916153018372,30,2026-06-11
VEN-100664,Quantum Softwares Pvt Ltd,IT Vendor,27LZVDA7382X4Z5,LZVDA7382X,649503278471271699,UTIB0ZFFF26,Mumbai,Maharashtra,2022-04-05,Active,Low,info@quantum.com,+917586406761,30,2025-04-27
VEN-100665,Skyline Facility Services Pvt Ltd,Service Provider,27QMLID1455C3ZO,QMLID1455C,6324086109287275,SBIN0VP25FL,Mumbai,Maharashtra,2022-10-10,Active,Low,info@skyline.com,+917975245843,30,2025-12-16
VEN-100666,Silverline Cargo Movers Pvt Ltd,Logistics Partner,27CHWVU1424Z4ZN,CHWVU1424Z,849339948637,BARB0GEJIL5,Mumbai,Maharashtra,2022-07-01,Active,Low,info@silverline.com,+916041041535,30,2025-04-23
VEN-100667,Southbridge Industrial Supplies Pvt Ltd,Goods Supplier,24TTWSE9776S4ZG,TTWSE9776S,8053869172458967,HDFC0ACHKU4,Ahmedabad,Gujarat,2020-11-30,Active,Low,accounts@southbridgesupplies.in,+919026125899,60,2025-07-17
VEN-100668,Deepak Services Pvt Ltd,Service Provider,09SHBXM7434H3ZX,SHBXM7434H,219880908629187829,PUNB0FGK0S5,Noida,Uttar Pradesh,2025-04-10,Active,Low,info@deepak.com,+916638629885,30,2025-10-16
VEN-100669,Lakshmi Logistics,Logistics Partner,27EGJWX9389A2Z6,EGJWX9389A,2138786509757726,HDFC0A92EWC,Mumbai,Maharashtra,2022-09-04,Active,Low,info@lakshmi.com,+916264430061,30,2025-11-22
VEN-100670,Wave Services Pvt Ltd,Service Provider,33VOAZP1491T9ZZ,VOAZP1491T,41039479154845,CNRB077EH1B,Chennai,Tamil Nadu,2021-01-03,Active,Low,info@wave.com,+918603375299,45,2026-06-06
VEN-100671,Everest Distributors Pvt Ltd,Goods Supplier,29DMUMO0389N9ZV,DMUMO0389N,08215294435823,AXIS0TP54IX,Bengaluru,Karnataka,2019-05-04,Active,Low,accounts@everestsupplies.in,+917909917048,45,2025-06-20
VEN-100672,Yamuna Materials Pvt Ltd,Raw Material Supplier,33TTDTH3645M4Z0,TTDTH3645M,091018122260,UTIB0UOGGRU,Chennai,Tamil Nadu,2025-05-24,Inactive,Low,info@yamuna.com,+919136337406,45,
VEN-100673,Maruti Enterprises Pvt Ltd,Goods Supplier,27PJEVH1663Y8ZC,PJEVH1663Y,10029743264737,BARB04WBQ32,Mumbai,Maharashtra,2023-11-07,Active,Low,accounts@marutisupplies.in,+916135224345,15,2025-08-14
VEN-100674,Bluepeak Solutions Pvt Ltd,Service Provider,29XPCOM0228Q7ZO,XPCOM0228Q,6218094164153528,SBIN0ZH40TO,Bengaluru,Karnataka,2023-10-17,Active,Low,info@bluepeak.com,+916063000728,30,2025-04-28
VEN-100675,Riverside Solutions Pvt Ltd,Service Provider,19WSFGX8937G1Z5,WSFGX8937G,000850410985,HDFC06NYCY2,Kolkata,West Bengal,2021-05-14,Active,Low,info@riverside.com,+916629764073,45,2025-01-26
VEN-100676,Sundaram Solutions Pvt Ltd,Service Provider,06RLBWW5789Y8Z0,RLBWW5789Y,9298096967064245,SBIN03L4BOL,Gurugram,Haryana,2020-04-15,Active,Low,info@sundaram.com,+916718460438,45,2026-07-10
VEN-100677,Himalaya InfoTech Pvt Ltd,IT Vendor,09LNRJC6871M3ZA,LNRJC6871M,44560616038156,CNRB0Y0ALTK,Noida,Uttar Pradesh,2019-10-25,Active,Low,info@himalaya.com,+919136425159,45,2025-11-21
VEN-100678,Vertex Enterprises Pvt Ltd,Goods Supplier,27LXUIO1085L7ZM,LXUIO1085L,546834067062,BARB0P6YKWC,Mumbai,Maharashtra,2018-04-12,Active,Low,accounts@vertexsupplies.in,+917501830636,30,2025-06-25
VEN-100679,Nexora Builders LLP,Contractor,27PDEFE6860F1Z0,PDEFE6860F,601213717534769638,ICIC0TRAYYD,Pune,Maharashtra,2022-05-11,Inactive,Low,info@nexora.com,+919542623272,45,2023-11-11
VEN-100680,Uday Infra Projects Pvt Ltd,Contractor,09NRWNU5869U9ZR,NRWNU5869U,88298520643499,IOBA08RNRL7,Noida,Uttar Pradesh,2024-05-30,Active,Medium,info@uday.com,+919968007373,60,2025-06-29
VEN-100681,Trident Facility Services Pvt Ltd,Service Provider,07VBFEZ6104H8Z9,VBFEZ6104H,2736629015336662,AXIS006KBCV,Delhi,Delhi,2020-08-08,Active,Medium,info@trident.com,+917876830791,30,2025-12-28
VEN-100682,Lakshmi Constructions Pvt Ltd,Contractor,29ELGOV3161B9ZN,ELGOV3161B,217329279786530693,AXIS0BOOPXF,Bengaluru,Karnataka,2021-01-18,Inactive,Low,info@lakshmi.com,+917220886834,60,2021-12-25
VEN-100683,Kaveri Technologies Pvt Ltd,IT Vendor,07LNNNU4159N4Z5,LNNNU4159N,272630793036518974,PUNB0O36RA8,Delhi,Delhi,2025-12-22,Suspended,Medium,info@kaveri.com,+918802116220,45,2026-05-12
VEN-100684,Jaya Industrial Supplies Pvt Ltd,Goods Supplier,07DJJJE6135X5ZG,DJJJE6135X,85762839006194,ICIC0O305LY,Delhi,Delhi,2023-09-17,Active,Medium,accounts@jayasupplies.in,+918892114600,45,2025-08-23
VEN-100685,Deepak Systems Pvt Ltd,IT Vendor,27OKXUL6447L3ZW,OKXUL6447L,442878080208116755,CNRB0MVQBC1,Mumbai,Maharashtra,2020-10-27,Active,Medium,info@deepak.com,+916272672466,30,2025-03-12
VEN-100686,Deepak Solutions Pvt Ltd,Service Provider,19OCBGO1107D4ZF,OCBGO1107D,3131055320517865,KKBK08U8KO3,Kolkata,West Bengal,2025-09-07,Blacklisted,High,info@deepak.com,+916457641030,45,2025-01-25
VEN-100687,Yamuna Technologies Pvt Ltd,IT Vendor,33LGJUU6831O1ZX,LGJUU6831O,0177673236133864,UTIB02FQTOO,Chennai,Tamil Nadu,2022-03-17,Active,Low,info@yamuna.com,+918414894203,30,2025-04-11
